,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,count
5728,42.142857142857146,Private,148502.85714285713,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,847.4285714285714,0.0,40.57142857142857,United-States,>50k,4
3792,42.142857142857146,"Private,Self-emp-not-inc",203322.85714285713,"Assoc-voc,Some-college,Masters,Bachelors",12.142857142857142,Divorced,"Prof-specialty,Exec-managerial,Adm-clerical",Not-in-family,White,Male,1502.857142857143,223.42857142857142,45.42857142857143,United-States,<=50k,4
3793,42.142857142857146,"Private,Self-emp-not-inc",203322.85714285713,"Assoc-voc,Some-college,Masters,Bachelors",12.142857142857142,Divorced,"Prof-specialty,Exec-managerial,Adm-clerical",Not-in-family,White,Male,1502.857142857143,223.42857142857142,45.42857142857143,United-States,>50k,3
4326,42.142857142857146,"Private,State-gov",115670.57142857143,"Doctorate,Masters,Bachelors",13.857142857142858,Divorced,"Exec-managerial,Prof-specialty,Sales",Not-in-family,White,Male,0.0,0.0,45.42857142857143,United-States,<=50k,3
4327,42.142857142857146,"Private,State-gov",115670.57142857143,"Doctorate,Masters,Bachelors",13.857142857142858,Divorced,"Exec-managerial,Prof-specialty,Sales",Not-in-family,White,Male,0.0,0.0,45.42857142857143,United-States,>50k,4
3697,42.166666666666664,"Local-gov,Self-emp-not-inc",136160.33333333334,HS-grad,9.0,Married-civ-spouse,"Transport-moving,Sales",Husband,"White,Black",Male,0.0,0.0,40.0,United-States,<=50k,6
4376,42.166666666666664,"Local-gov,Self-emp-not-inc",195003.66666666666,"Some-college,Masters,Bachelors",11.833333333333334,"Never-married,Divorced","Prof-specialty,Craft-repair",Not-in-family,"White,Black",Male,0.0,0.0,40.0,United-States,<=50k,6
2693,42.166666666666664,Private,122582.0,"Assoc-voc,HS-grad",9.666666666666666,"Never-married,Divorced","Machine-op-inspct,Other-service,Tech-support",Not-in-family,White,Female,2347.3333333333335,0.0,33.333333333333336,United-States,<=50k,5
2694,42.166666666666664,Private,122582.0,"Assoc-voc,HS-grad",9.666666666666666,"Never-married,Divorced","Machine-op-inspct,Other-service,Tech-support",Not-in-family,White,Female,2347.3333333333335,0.0,33.333333333333336,United-States,>50k,1
6427,42.166666666666664,Private,188294.16666666666,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,562.0,42.5,United-States,<=50k,2
6428,42.166666666666664,Private,188294.16666666666,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,562.0,42.5,United-States,>50k,4
6469,42.166666666666664,Private,197885.33333333334,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3720.3333333333335,0.0,50.0,United-States,>50k,6
4272,42.166666666666664,Private,326221.5,HS-grad,9.0,"Never-married,Married-civ-spouse","Handlers-cleaners,Craft-repair","Not-in-family,Husband",Black,Male,0.0,0.0,43.333333333333336,United-States,<=50k,5
4273,42.166666666666664,Private,326221.5,HS-grad,9.0,"Never-married,Married-civ-spouse","Handlers-cleaners,Craft-repair","Not-in-family,Husband",Black,Male,0.0,0.0,43.333333333333336,United-States,>50k,1
5348,42.166666666666664,Private,80206.83333333333,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,62.5,United-States,<=50k,4
5349,42.166666666666664,Private,80206.83333333333,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,62.5,United-States,>50k,2
1440,42.166666666666664,"Private,Self-emp-not-inc",97669.0,"Bachelors,Some-college,HS-grad",10.166666666666666,"Married-spouse-absent,Separated,Widowed","Craft-repair,Sales",Unmarried,"White,Black",Male,822.3333333333334,0.0,44.5,United-States,<=50k,4
1441,42.166666666666664,"Private,Self-emp-not-inc",97669.0,"Bachelors,Some-college,HS-grad",10.166666666666666,"Married-spouse-absent,Separated,Widowed","Craft-repair,Sales",Unmarried,"White,Black",Male,822.3333333333334,0.0,44.5,United-States,>50k,2
5424,42.166666666666664,State-gov,82503.66666666667,"Doctorate,Masters,Bachelors",14.333333333333334,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50k,2
5425,42.166666666666664,State-gov,82503.66666666667,"Doctorate,Masters,Bachelors",14.333333333333334,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50k,4
518,42.18181818181818,"Local-gov,State-gov,Self-emp-not-inc",324374.7272727273,"Some-college,Bachelors,HS-grad,Assoc-voc,Masters",11.090909090909092,"Never-married,Divorced","Exec-managerial,Prof-specialty,Adm-clerical,Sales",Unmarried,Black,Female,2040.6363636363637,0.0,41.63636363636363,United-States,<=50k,9
519,42.18181818181818,"Local-gov,State-gov,Self-emp-not-inc",324374.7272727273,"Some-college,Bachelors,HS-grad,Assoc-voc,Masters",11.090909090909092,"Never-married,Divorced","Exec-managerial,Prof-specialty,Adm-clerical,Sales",Unmarried,Black,Female,2040.6363636363637,0.0,41.63636363636363,United-States,>50k,2
4881,42.18181818181818,Self-emp-not-inc,107908.27272727272,"9th,HS-grad",8.636363636363637,Married-civ-spouse,"Handlers-cleaners,Prof-specialty,Exec-managerial,Craft-repair",Husband,White,Male,310.09090909090907,705.0,40.45454545454545,"United-States,England",<=50k,8
4882,42.18181818181818,Self-emp-not-inc,107908.27272727272,"9th,HS-grad",8.636363636363637,Married-civ-spouse,"Handlers-cleaners,Prof-specialty,Exec-managerial,Craft-repair",Husband,White,Male,310.09090909090907,705.0,40.45454545454545,"United-States,England",>50k,3
4889,42.2,"Local-gov,Self-emp-not-inc",197831.0,"HS-grad,11th",8.8,Married-civ-spouse,"Handlers-cleaners,Exec-managerial,Craft-repair",Husband,White,Male,768.8,197.7,41.0,United-States,<=50k,6
4890,42.2,"Local-gov,Self-emp-not-inc",197831.0,"HS-grad,11th",8.8,Married-civ-spouse,"Handlers-cleaners,Exec-managerial,Craft-repair",Husband,White,Male,768.8,197.7,41.0,United-States,>50k,4
3349,42.25,"Private,?",148600.75,"Assoc-voc,Bachelors,Some-college",10.875,Divorced,"Other-service,Tech-support,?",Not-in-family,"White,Black",Female,415.625,215.125,44.375,"United-States,Trinadad&Tobago",<=50k,8
3219,42.25,"Private,Self-emp-not-inc",357102.5,Some-college,10.0,Divorced,"Prof-specialty,Exec-managerial,Adm-clerical",Not-in-family,"White,Black",Female,0.0,0.0,46.875,United-States,<=50k,7
3220,42.25,"Private,Self-emp-not-inc",357102.5,Some-college,10.0,Divorced,"Prof-specialty,Exec-managerial,Adm-clerical",Not-in-family,"White,Black",Female,0.0,0.0,46.875,United-States,>50k,1
1818,42.25,"Self-emp-not-inc,Federal-gov",167614.75,"Assoc-voc,Some-college",10.5,"Married-civ-spouse,Divorced","Prof-specialty,Adm-clerical,Exec-managerial","Not-in-family,Wife",White,Female,0.0,247.125,21.875,United-States,<=50k,4
1819,42.25,"Self-emp-not-inc,Federal-gov",167614.75,"Assoc-voc,Some-college",10.5,"Married-civ-spouse,Divorced","Prof-specialty,Adm-clerical,Exec-managerial","Not-in-family,Wife",White,Female,0.0,247.125,21.875,United-States,>50k,4
5432,42.27272727272727,Private,119480.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,"White,Black",Male,1365.8181818181818,532.3636363636364,50.0,"Italy,United-States",<=50k,1
5433,42.27272727272727,Private,119480.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,"White,Black",Male,1365.8181818181818,532.3636363636364,50.0,"Italy,United-States",>50k,10
514,42.27272727272727,"Private,Federal-gov",193790.81818181818,"Assoc-voc,Some-college,HS-grad",9.818181818181818,"Never-married,Divorced,Married-civ-spouse","Exec-managerial,Adm-clerical,Craft-repair",Own-child,Black,Female,0.0,0.0,40.90909090909091,United-States,<=50k,10
515,42.27272727272727,"Private,Federal-gov",193790.81818181818,"Assoc-voc,Some-college,HS-grad",9.818181818181818,"Never-married,Divorced,Married-civ-spouse","Exec-managerial,Adm-clerical,Craft-repair",Own-child,Black,Female,0.0,0.0,40.90909090909091,United-States,>50k,1
2019,42.285714285714285,"Private,?",181014.85714285713,HS-grad,9.0,"Never-married,Married-civ-spouse","Machine-op-inspct,Other-service,?","Other-relative,Own-child","White,Black",Female,261.57142857142856,0.0,40.0,"United-States,Peru",<=50k,7
143,42.3,"Local-gov,Private,Federal-gov",93430.9,"Assoc-voc,Some-college,HS-grad",9.9,"Never-married,Divorced","Prof-specialty,Adm-clerical,Exec-managerial","Own-child,Unmarried","Other,Amer-Indian-Eskimo",Female,0.0,0.0,40.5,United-States,<=50k,10
3135,42.3,Self-emp-inc,99857.5,HS-grad,9.0,Married-civ-spouse,"Craft-repair,Sales",Husband,White,Male,0.0,188.7,55.5,United-States,<=50k,6
3136,42.3,Self-emp-inc,99857.5,HS-grad,9.0,Married-civ-spouse,"Craft-repair,Sales",Husband,White,Male,0.0,188.7,55.5,United-States,>50k,4
2721,42.333333333333336,"Local-gov,Private",195963.83333333334,"Bachelors,Some-college",10.5,"Married-spouse-absent,Widowed",Adm-clerical,Unmarried,"White,Black",Female,0.0,0.0,41.833333333333336,United-States,<=50k,6
5027,42.333333333333336,"Local-gov,Private",207551.83333333334,"Masters,Bachelors",13.333333333333334,Never-married,"Handlers-cleaners,Exec-managerial,Adm-clerical",Not-in-family,"White,Black",Male,0.0,290.1666666666667,40.0,"United-States,?",<=50k,5
5028,42.333333333333336,"Local-gov,Private",207551.83333333334,"Masters,Bachelors",13.333333333333334,Never-married,"Handlers-cleaners,Exec-managerial,Adm-clerical",Not-in-family,"White,Black",Male,0.0,290.1666666666667,40.0,"United-States,?",>50k,1
3103,42.333333333333336,"Local-gov,Self-emp-not-inc",199818.16666666666,"HS-grad,11th",8.666666666666666,Married-civ-spouse,"Exec-managerial,Craft-repair,Transport-moving",Husband,"White,Black",Male,0.0,0.0,25.166666666666668,"United-States,Jamaica,Peru",<=50k,6
5088,42.333333333333336,"Local-gov,Self-emp-not-inc",92235.0,"Assoc-voc,Bachelors,Masters,Some-college",11.555555555555555,Married-civ-spouse,"Protective-serv,Farming-fishing",Husband,White,Male,557.0,165.0,71.22222222222223,United-States,<=50k,5
5089,42.333333333333336,"Local-gov,Self-emp-not-inc",92235.0,"Assoc-voc,Bachelors,Masters,Some-college",11.555555555555555,Married-civ-spouse,"Protective-serv,Farming-fishing",Husband,White,Male,557.0,165.0,71.22222222222223,United-States,>50k,4
6467,42.333333333333336,Private,200852.22222222222,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5858.0,0.0,50.0,"Iran,United-States",<=50k,1
6468,42.333333333333336,Private,200852.22222222222,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5858.0,0.0,50.0,"Iran,United-States",>50k,8
6131,42.333333333333336,Private,356746.3333333333,"9th,HS-grad",7.666666666666667,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50k,5
6132,42.333333333333336,Private,356746.3333333333,"9th,HS-grad",7.666666666666667,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50k,1
1446,42.333333333333336,Private,380661.0,"9th,HS-grad",8.333333333333334,"Separated,Married-spouse-absent","Farming-fishing,Craft-repair,Transport-moving","Other-relative,Unmarried",Black,Male,0.0,0.0,41.666666666666664,United-States,<=50k,6
5420,42.333333333333336,Private,54101.333333333336,"Assoc-voc,Some-college",10.166666666666666,Married-civ-spouse,Sales,Husband,White,Male,1281.3333333333333,0.0,40.5,United-States,<=50k,2
5421,42.333333333333336,Private,54101.333333333336,"Assoc-voc,Some-college",10.166666666666666,Married-civ-spouse,Sales,Husband,White,Male,1281.3333333333333,0.0,40.5,United-States,>50k,4
5812,42.333333333333336,Private,98305.0,"Assoc-voc,Some-college",10.166666666666666,Married-civ-spouse,Craft-repair,Husband,White,Male,2504.0,314.5,67.83333333333333,United-States,<=50k,3
5813,42.333333333333336,Private,98305.0,"Assoc-voc,Some-college",10.166666666666666,Married-civ-spouse,Craft-repair,Husband,White,Male,2504.0,314.5,67.83333333333333,United-States,>50k,3
3271,42.333333333333336,"Private,Self-emp-not-inc,Self-emp-inc",121396.0,Masters,14.0,"Never-married,Divorced","Exec-managerial,Adm-clerical",Unmarried,"White,Asian-Pac-Islander",Female,0.0,424.5,40.833333333333336,United-States,<=50k,5
3272,42.333333333333336,"Private,Self-emp-not-inc,Self-emp-inc",121396.0,Masters,14.0,"Never-married,Divorced","Exec-managerial,Adm-clerical",Unmarried,"White,Asian-Pac-Islander",Female,0.0,424.5,40.833333333333336,United-States,>50k,1
319,42.333333333333336,"State-gov,Federal-gov",101004.83333333333,HS-grad,9.0,"Never-married,Divorced,Married-civ-spouse","Protective-serv,Other-service","Wife,Unmarried",Black,Female,0.0,0.0,40.0,United-States,<=50k,6
2507,42.36363636363637,Private,107339.09090909091,HS-grad,9.0,Never-married,"Craft-repair,Adm-clerical,Sales",Not-in-family,"White,Black",Female,0.0,0.0,45.45454545454545,United-States,<=50k,11
4497,42.375,Private,186630.25,"Assoc-voc,Bachelors,Some-college",11.25,Married-civ-spouse,"Other-service,Farming-fishing",Husband,"White,Asian-Pac-Islander",Male,0.0,0.0,50.0,"United-States,Philippines",<=50k,5
4498,42.375,Private,186630.25,"Assoc-voc,Bachelors,Some-college",11.25,Married-civ-spouse,"Other-service,Farming-fishing",Husband,"White,Asian-Pac-Islander",Male,0.0,0.0,50.0,"United-States,Philippines",>50k,3
6369,42.375,"Private,Federal-gov",90085.125,Bachelors,13.0,Married-civ-spouse,"Exec-managerial,Craft-repair",Husband,"White,Black",Male,4668.25,247.125,50.0,United-States,<=50k,2
6370,42.375,"Private,Federal-gov",90085.125,Bachelors,13.0,Married-civ-spouse,"Exec-managerial,Craft-repair",Husband,"White,Black",Male,4668.25,247.125,50.0,United-States,>50k,6
3291,42.375,"Private,State-gov,Federal-gov",156606.125,Some-college,10.0,Divorced,"Exec-managerial,Craft-repair,Sales",Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50k,7
3292,42.375,"Private,State-gov,Federal-gov",156606.125,Some-college,10.0,Divorced,"Exec-managerial,Craft-repair,Sales",Unmarried,White,Male,0.0,0.0,40.0,United-States,>50k,1
3109,42.375,"State-gov,Self-emp-not-inc",98211.875,"Doctorate,Masters,Bachelors",13.5,"Never-married,Married-civ-spouse","Prof-specialty,Adm-clerical,Exec-managerial","Not-in-family,Husband",White,Male,0.0,0.0,36.75,United-States,<=50k,3
3110,42.375,"State-gov,Self-emp-not-inc",98211.875,"Doctorate,Masters,Bachelors",13.5,"Never-married,Married-civ-spouse","Prof-specialty,Adm-clerical,Exec-managerial","Not-in-family,Husband",White,Male,0.0,0.0,36.75,United-States,>50k,5
643,42.4,"Local-gov,State-gov,Self-emp-not-inc,Federal-gov,Private",354353.8,"Prof-school,Assoc-acdm",12.3,"Never-married,Divorced,Separated","Transport-moving,Prof-specialty,Adm-clerical,Tech-support,Exec-managerial,Craft-repair",Not-in-family,"White,Black",Male,0.0,0.0,45.7,"Columbia,United-States",<=50k,8
644,42.4,"Local-gov,State-gov,Self-emp-not-inc,Federal-gov,Private",354353.8,"Prof-school,Assoc-acdm",12.3,"Never-married,Divorced,Separated","Transport-moving,Prof-specialty,Adm-clerical,Tech-support,Exec-managerial,Craft-repair",Not-in-family,"White,Black",Male,0.0,0.0,45.7,"Columbia,United-States",>50k,2
5804,42.4,Private,122520.9,"Masters,Bachelors",13.3,Married-civ-spouse,Exec-managerial,Husband,White,Male,3730.8,241.5,45.4,United-States,>50k,10
3402,42.42857142857143,Private,127853.28571428571,"Prof-school,Assoc-acdm",12.428571428571429,Married-civ-spouse,"Handlers-cleaners,Craft-repair,Tech-support",Husband,White,Male,1098.2857142857142,0.0,40.0,"United-States,France",<=50k,4
3403,42.42857142857143,Private,127853.28571428571,"Prof-school,Assoc-acdm",12.428571428571429,Married-civ-spouse,"Handlers-cleaners,Craft-repair,Tech-support",Husband,White,Male,1098.2857142857142,0.0,40.0,"United-States,France",>50k,3
4503,42.42857142857143,Private,326575.85714285716,HS-grad,9.0,Married-civ-spouse,"Machine-op-inspct,Farming-fishing,Tech-support",Husband,"White,Asian-Pac-Islander",Male,2146.285714285714,0.0,40.0,United-States,<=50k,5
4504,42.42857142857143,Private,326575.85714285716,HS-grad,9.0,Married-civ-spouse,"Machine-op-inspct,Farming-fishing,Tech-support",Husband,"White,Asian-Pac-Islander",Male,2146.285714285714,0.0,40.0,United-States,>50k,2
2593,42.42857142857143,"Private,State-gov",189188.85714285713,"Doctorate,Masters,Bachelors",13.857142857142858,Divorced,"Prof-specialty,Exec-managerial,Sales",Unmarried,White,Male,1061.4285714285713,457.14285714285717,55.714285714285715,"United-States,France",<=50k,2
2594,42.42857142857143,"Private,State-gov",189188.85714285713,"Doctorate,Masters,Bachelors",13.857142857142858,Divorced,"Prof-specialty,Exec-managerial,Sales",Unmarried,White,Male,1061.4285714285713,457.14285714285717,55.714285714285715,"United-States,France",>50k,5
1343,42.44444444444444,"Private,Federal-gov",173342.66666666666,"Assoc-voc,Bachelors,Some-college",10.777777777777779,"Never-married,Married-civ-spouse","Handlers-cleaners,Craft-repair,Adm-clerical",Own-child,"White,Asian-Pac-Islander",Male,0.0,0.0,40.0,United-States,<=50k,8
1344,42.44444444444444,"Private,Federal-gov",173342.66666666666,"Assoc-voc,Bachelors,Some-college",10.777777777777779,"Never-married,Married-civ-spouse","Handlers-cleaners,Craft-repair,Adm-clerical",Own-child,"White,Asian-Pac-Islander",Male,0.0,0.0,40.0,United-States,>50k,1
6367,42.45454545454545,Private,106996.27272727272,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,1365.8181818181818,0.0,40.27272727272727,"Canada,United-States",<=50k,7
6368,42.45454545454545,Private,106996.27272727272,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,1365.8181818181818,0.0,40.27272727272727,"Canada,United-States",>50k,4
5801,42.45454545454545,Private,129315.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,2029.2727272727273,0.0,40.36363636363637,"United-States,England",<=50k,2
5802,42.45454545454545,Private,129315.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,2029.2727272727273,0.0,40.36363636363637,"United-States,England",>50k,9
5609,42.45454545454545,Private,255328.81818181818,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,398.72727272727275,0.0,41.54545454545455,"United-States,Mexico",<=50k,8
5610,42.45454545454545,Private,255328.81818181818,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,398.72727272727275,0.0,41.54545454545455,"United-States,Mexico",>50k,3
2057,42.5,"Local-gov,Private",127071.0,"Assoc-voc,Masters,Bachelors",13.0,Widowed,"Prof-specialty,Exec-managerial,Adm-clerical",Not-in-family,White,Female,2528.3333333333335,0.0,47.333333333333336,United-States,<=50k,5
2058,42.5,"Local-gov,Private",127071.0,"Assoc-voc,Masters,Bachelors",13.0,Widowed,"Prof-specialty,Exec-managerial,Adm-clerical",Not-in-family,White,Female,2528.3333333333335,0.0,47.333333333333336,United-States,>50k,1
3879,42.5,"Local-gov,Self-emp-not-inc",102164.83333333333,"Assoc-voc,Masters,Bachelors",12.833333333333334,Married-civ-spouse,"Protective-serv,Farming-fishing",Husband,"White,Asian-Pac-Islander",Male,2504.0,0.0,40.0,"United-States,Philippines",>50k,6
5086,42.5,"Local-gov,Self-emp-not-inc",62447.625,"Assoc-voc,Bachelors",12.0,Married-civ-spouse,"Protective-serv,Farming-fishing",Husband,White,Male,0.0,0.0,60.625,United-States,<=50k,6
5087,42.5,"Local-gov,Self-emp-not-inc",62447.625,"Assoc-voc,Bachelors",12.0,Married-civ-spouse,"Protective-serv,Farming-fishing",Husband,White,Male,0.0,0.0,60.625,United-States,>50k,2
4319,42.5,Private,110677.375,"Assoc-voc,Bachelors,Masters,Some-college",11.875,Divorced,"Prof-specialty,Transport-moving,Sales",Not-in-family,White,Male,581.25,0.0,40.375,United-States,<=50k,8
2055,42.5,Private,178623.66666666666,Some-college,10.0,Widowed,"Exec-managerial,Adm-clerical,Other-service",Not-in-family,"White,Black",Female,392.3333333333333,0.0,45.833333333333336,"United-States,?",<=50k,5
2056,42.5,Private,178623.66666666666,Some-college,10.0,Widowed,"Exec-managerial,Adm-clerical,Other-service",Not-in-family,"White,Black",Female,392.3333333333333,0.0,45.833333333333336,"United-States,?",>50k,1
6029,42.5,Private,186806.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50k,4
6030,42.5,Private,186806.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50k,2
1799,42.5,Private,188242.83333333334,"HS-grad,11th",8.333333333333334,Married-civ-spouse,"Prof-specialty,Adm-clerical,Exec-managerial",Wife,White,Female,863.0,0.0,30.166666666666668,United-States,<=50k,2
1800,42.5,Private,188242.83333333334,"HS-grad,11th",8.333333333333334,Married-civ-spouse,"Prof-specialty,Adm-clerical,Exec-managerial",Wife,White,Female,863.0,0.0,30.166666666666668,United-States,>50k,4
5916,42.5,Private,218198.66666666666,"Assoc-voc,Some-college",10.166666666666666,Married-civ-spouse,"Handlers-cleaners,Adm-clerical",Husband,White,Male,1236.6666666666667,314.5,40.0,"United-States,Germany",<=50k,4
5917,42.5,Private,218198.66666666666,"Assoc-voc,Some-college",10.166666666666666,Married-civ-spouse,"Handlers-cleaners,Adm-clerical",Husband,White,Male,1236.6666666666667,314.5,40.0,"United-States,Germany",>50k,2
1900,42.5,Private,288718.0,"HS-grad,11th",8.666666666666666,Divorced,"Adm-clerical,Craft-repair,Transport-moving,Sales",Unmarried,White,Male,251.0,0.0,44.166666666666664,"United-States,Mexico",<=50k,6
5539,42.5,"Private,Self-emp-not-inc",234891.125,"Assoc-voc,Doctorate,Masters,Bachelors",13.25,Married-civ-spouse,"Adm-clerical,Transport-moving,Craft-repair",Husband,White,Male,3751.25,0.0,55.0,United-States,<=50k,2
5540,42.5,"Private,Self-emp-not-inc",234891.125,"Assoc-voc,Doctorate,Masters,Bachelors",13.25,Married-civ-spouse,"Adm-clerical,Transport-moving,Craft-repair",Husband,White,Male,3751.25,0.0,55.0,United-States,>50k,6
2513,42.55555555555556,Private,267032.44444444444,"HS-grad,11th",8.777777777777779,Divorced,"Handlers-cleaners,Prof-specialty,Exec-managerial",Not-in-family,White,Female,0.0,0.0,44.0,"United-States,England",<=50k,8
2514,42.55555555555556,Private,267032.44444444444,"HS-grad,11th",8.777777777777779,Divorced,"Handlers-cleaners,Prof-specialty,Exec-managerial",Not-in-family,White,Female,0.0,0.0,44.0,"United-States,England",>50k,1
4899,42.55555555555556,"Private,Self-emp-not-inc",273078.44444444444,HS-grad,9.0,Married-civ-spouse,"Transport-moving,Sales",Husband,White,Male,2424.1111111111113,398.6666666666667,44.77777777777778,"United-States,?",<=50k,7
4900,42.55555555555556,"Private,Self-emp-not-inc",273078.44444444444,HS-grad,9.0,Married-civ-spouse,"Transport-moving,Sales",Husband,White,Male,2424.1111111111113,398.6666666666667,44.77777777777778,"United-States,?",>50k,2
3133,42.55555555555556,"State-gov,Federal-gov,Self-emp-inc",86851.0,HS-grad,9.0,Married-civ-spouse,"Handlers-cleaners,Craft-repair,Sales",Husband,White,Male,0.0,0.0,40.0,United-States,<=50k,7
3134,42.55555555555556,"State-gov,Federal-gov,Self-emp-inc",86851.0,HS-grad,9.0,Married-civ-spouse,"Handlers-cleaners,Craft-repair,Sales",Husband,White,Male,0.0,0.0,40.0,United-States,>50k,2
3401,42.57142857142857,Federal-gov,238935.14285714287,"Prof-school,Assoc-acdm",13.285714285714286,"Married-civ-spouse,Divorced","Prof-specialty,Adm-clerical","Husband,Unmarried",White,Male,1098.2857142857142,0.0,40.0,United-States,>50k,7
2457,42.57142857142857,"Private,Self-emp-inc",160343.42857142858,"Assoc-voc,Some-college",10.285714285714286,Married-civ-spouse,"Adm-clerical,Sales",Husband,White,Male,0.0,0.0,35.285714285714285,United-States,<=50k,4
2458,42.57142857142857,"Private,Self-emp-inc",160343.42857142858,"Assoc-voc,Some-college",10.285714285714286,Married-civ-spouse,"Adm-clerical,Sales",Husband,White,Male,0.0,0.0,35.285714285714285,United-States,>50k,3
4505,42.57142857142857,"Private,Self-emp-not-inc",325098.28571428574,"Assoc-voc,Masters,Some-college",10.857142857142858,"Divorced,Married-civ-spouse","Farming-fishing,Tech-support","Husband,Unmarried","White,Asian-Pac-Islander",Male,1042.5714285714287,271.7142857142857,47.714285714285715,"United-States,Philippines,?",<=50k,4
4506,42.57142857142857,"Private,Self-emp-not-inc",325098.28571428574,"Assoc-voc,Masters,Some-college",10.857142857142858,"Divorced,Married-civ-spouse","Farming-fishing,Tech-support","Husband,Unmarried","White,Asian-Pac-Islander",Male,1042.5714285714287,271.7142857142857,47.714285714285715,"United-States,Philippines,?",>50k,3
5426,42.57142857142857,State-gov,155498.42857142858,"Doctorate,Masters,Bachelors",14.0,Married-civ-spouse,Prof-specialty,Husband,"White,Black",Male,1098.2857142857142,271.7142857142857,40.0,United-States,<=50k,2
5427,42.57142857142857,State-gov,155498.42857142858,"Doctorate,Masters,Bachelors",14.0,Married-civ-spouse,Prof-specialty,Husband,"White,Black",Male,1098.2857142857142,271.7142857142857,40.0,United-States,>50k,5
3800,42.57142857142857,"State-gov,Federal-gov",199420.85714285713,"Masters,Bachelors",13.285714285714286,"Married-civ-spouse,Divorced","Prof-specialty,Adm-clerical,Exec-managerial","Not-in-family,Husband","White,Black",Male,2146.285714285714,0.0,47.0,United-States,<=50k,2
3801,42.57142857142857,"State-gov,Federal-gov",199420.85714285713,"Masters,Bachelors",13.285714285714286,"Married-civ-spouse,Divorced","Prof-specialty,Adm-clerical,Exec-managerial","Not-in-family,Husband","White,Black",Male,2146.285714285714,0.0,47.0,United-States,>50k,5
6381,42.6,Private,204559.6,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,9999.9,571.2,40.4,"United-States,Germany",<=50k,2
6382,42.6,Private,204559.6,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,9999.9,571.2,40.4,"United-States,Germany",>50k,8
1921,42.6,"Private,Federal-gov",141699.3,"Assoc-voc,Some-college",10.1,"Never-married,Divorced,Married-civ-spouse","Exec-managerial,Craft-repair,Transport-moving,Sales","Other-relative,Unmarried",White,Male,183.1,300.4,57.4,"United-States,?",<=50k,5
1922,42.6,"Private,Federal-gov",141699.3,"Assoc-voc,Some-college",10.1,"Never-married,Divorced,Married-civ-spouse","Exec-managerial,Craft-repair,Transport-moving,Sales","Other-relative,Unmarried",White,Male,183.1,300.4,57.4,"United-States,?",>50k,5
4384,42.6,"State-gov,Federal-gov,Self-emp-inc",200516.9,"Masters,Bachelors",13.3,Married-civ-spouse,"Exec-managerial,Adm-clerical,Craft-repair",Husband,White,Male,2228.4,190.2,40.0,United-States,<=50k,3
4385,42.6,"State-gov,Federal-gov,Self-emp-inc",200516.9,"Masters,Bachelors",13.3,Married-civ-spouse,"Exec-managerial,Adm-clerical,Craft-repair",Husband,White,Male,2228.4,190.2,40.0,United-States,>50k,7
2788,42.666666666666664,"Local-gov,Self-emp-not-inc",290170.3333333333,Assoc-acdm,12.0,Married-civ-spouse,"Protective-serv,Farming-fishing,Transport-moving,Sales",Husband,White,Male,350.8333333333333,314.5,50.0,United-States,<=50k,2
2789,42.666666666666664,"Local-gov,Self-emp-not-inc",290170.3333333333,Assoc-acdm,12.0,Married-civ-spouse,"Protective-serv,Farming-fishing,Transport-moving,Sales",Husband,White,Male,350.8333333333333,314.5,50.0,United-States,>50k,4
